	index	Rating	Founded	Competitors	Salary_NotHour	Employer_est.	AVG_Size	Python	R	AWS	Excel	SQL	AVG_Salary	Same_State	Descr._Length	analyst	data engineer	data scientist	director	manager	mle	na	na	research	junior	na	na	senior	Type_of_ownership	Industry	Sector	Revenue
520	705	3.6	2017	1	1	0	10000.0	0	0	0	0	0	111500.0	0.0	5025.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$2 to $5 billion 
521	706	3.6	1851	0	1	0	7500.5	0	0	0	1	0	68500.0	1.0	5016.0	0	0	0	0	1	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$10+ billion 
522	707	3.9	1830	1	1	0	10000.0	0	0	1	0	0	84500.0	0.0	6162.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
523	708	4.4	2006	1	1	0	3000.5	1	0	1	0	1	102500.0	0.0	6130.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Public	Internet	Information Technology	$100 to $500 million 
524	709	2.6	1984	0	1	0	750.5	0	0	0	1	0	73500.0	1.0	3078.0	0	0	0	0	0	0	1	1	0	0	1	1	0	College / University	Colleges & Universities	Education	Unknown / Non-Appli
525	711	3.6	1967	0	1	0	750.5	1	0	0	0	0	93500.0	0.0	3673.0	0	0	0	0	0	0	0	1	1	0	0	1	0	Nonprofit Organization	Federal Agencies	Government	$50 to $100 million 
526	715	3.6	1851	0	1	0	7500.5	1	0	1	1	1	129500.0	1.0	4624.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Insurance Carriers	Insurance	$10+ billion 
527	718	3.1	1977	1	1	0	3000.5	1	0	0	1	1	47000.0	1.0	4386.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Consumer Products Manufacturing	Manufacturing	$500 million to $1 billion 
528	719	3.8	2014	0	1	0	750.5	1	0	1	1	1	65000.0	1.0	3585.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Subsidiary or Business Segment	Consumer Product Rental	Consumer Services	Unknown / Non-Appli
529	721	3.8	1870	1	1	0	3000.5	0	0	1	1	0	60000.0	1.0	4103.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Banks & Credit Unions	Finance	$1 to $2 billion 
530	722	4.0	1849	0	1	0	10000.0	0	0	1	1	0	167500.0	1.0	4914.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
531	723	3.8	2002	1	1	0	3000.5	0	0	0	1	1	65000.0	1.0	2501.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Travel Agencies	Travel & Tourism	$2 to $5 billion 
532	725	4.0	2012	1	1	0	750.5	1	0	0	0	1	94000.0	1.0	4096.0	1	0	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Enterprise Software & Network Solutions	Information Technology	$100 to $500 million 
533	726	1.9	2010	1	1	0	350.5	1	0	0	1	1	87500.0	1.0	4537.0	1	0	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Department, Clothing, & Shoe Stores	Retail	$100 to $500 million 
534	727	4.0	2012	1	1	0	750.5	1	0	1	0	1	97000.0	1.0	6152.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Enterprise Software & Network Solutions	Information Technology	$100 to $500 million 
535	728	4.3	1990	1	1	0	7500.5	1	0	1	0	0	112500.0	0.0	4577.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Computer Hardware & Software	Information Technology	$1 to $2 billion 
536	730	3.6	1851	0	1	0	7500.5	0	0	1	1	1	91500.0	1.0	4260.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Insurance Carriers	Insurance	$10+ billion 
537	731	3.3	1912	1	1	0	10000.0	1	0	0	1	1	51500.0	0.0	4323.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Insurance Carriers	Insurance	$10+ billion 
538	732	3.8	1996	0	1	0	10000.0	0	0	0	0	0	114500.0	0.0	1768.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
539	733	4.3	2011	0	1	0	350.5	1	0	1	0	1	115000.0	1.0	1382.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Consulting	Business Services	$10 to $25 million 
540	735	4.7	1972	0	1	0	125.5	0	0	0	1	0	51000.0	1.0	4223.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Architectural & Engineering Services	Business Services	$10 to $25 million 
541	736	3.4	1981	0	1	1	750.5	0	0	0	0	1	100000.0	0.0	3889.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Public	Health Care Services & Hospitals	Health Care	Unknown / Non-Appli
542	737	3.8	1996	0	1	0	10000.0	0	0	0	0	0	121000.0	0.0	1919.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
543	738	4.5	2006	1	1	0	350.5	0	0	0	0	1	121500.0	1.0	3726.0	1	0	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Computer Hardware & Software	Information Technology	$100 to $500 million 
544	740	3.1	1856	0	1	0	10000.0	1	0	0	1	1	62500.0	0.0	3325.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Banks & Credit Unions	Finance	$10+ billion 
545	742	3.9	2012	0	1	0	350.5	1	0	1	0	0	122000.0	1.0	5647.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Computer Hardware & Software	Information Technology	Unknown / Non-Appli
546	743	4.4	2004	0	1	0	125.5	1	0	1	0	0	85000.0	0.0	2869.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	IT Services	Information Technology	Unknown / Non-Appli
547	744	3.4	2002	0	1	0	750.5	1	0	1	0	1	60500.0	1.0	1214.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	IT Services	Information Technology	$50 to $100 million 
548	745	3.9	2009	0	1	0	125.5	1	0	0	1	1	180000.0	1.0	3199.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Financial Analytics & Research	Finance	$50 to $100 million 
549	746	4.7	2002	0	1	0	3000.5	0	0	0	1	1	70500.0	1.0	2708.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Lending	Finance	Unknown / Non-Appli
550	747	3.3	2017	0	1	0	3000.5	1	0	0	0	1	118500.0	1.0	3392.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Aerospace & Defense	Aerospace & Defense	$1 to $2 billion 
551	748	3.9	1995	0	1	0	750.5	1	0	0	0	1	66500.0	0.0	4759.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Enterprise Software & Network Solutions	Information Technology	$100 to $500 million 
552	749	3.4	1943	1	1	0	3000.5	0	0	0	1	1	107500.0	0.0	8761.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Consulting	Business Services	$100 to $500 million 
553	750	4.7	2010	0	1	0	125.5	1	0	0	0	1	138500.0	1.0	4854.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Security Services	Business Services	$10 to $25 million 
554	751	2.7	1961	0	1	0	350.5	0	0	0	0	0	81000.0	1.0	4740.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$25 to $50 million 
555	752	3.8	1925	1	1	0	3000.5	1	0	0	1	1	58500.0	1.0	2327.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$2 to $5 billion 
556	753	3.4	2005	1	1	0	3000.5	0	0	0	0	1	107500.0	1.0	4288.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Public	Transportation Management	Transportation & Logistics	$2 to $5 billion 
557	754	3.8	2008	0	1	0	750.5	0	0	0	0	0	120500.0	1.0	2683.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$50 to $100 million 
558	755	3.9	2007	1	1	0	350.5	1	0	0	0	1	63500.0	1.0	2340.0	0	0	0	0	1	0	0	1	0	0	0	1	0	Company - Private	Internet	Information Technology	$10 to $25 million 
559	756	3.1	1875	0	1	0	7500.5	0	0	0	0	0	103500.0	0.0	5169.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Consumer Products Manufacturing	Manufacturing	$10+ billion 
560	757	4.1	1981	1	1	0	7500.5	1	0	0	1	0	107000.0	0.0	3329.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Computer Hardware & Software	Information Technology	$1 to $2 billion 
561	759	2.8	1972	1	1	0	750.5	0	0	0	0	1	83000.0	1.0	3828.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$500 million to $1 billion 
562	761	4.0	2007	1	1	0	3000.5	1	0	1	1	0	162000.0	1.0	3978.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Internet	Information Technology	Unknown / Non-Appli
563	763	3.5	1969	1	1	0	3000.5	1	0	0	1	0	68500.0	1.0	3413.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Computer Hardware & Software	Information Technology	$1 to $2 billion 
564	766	3.4	1978	1	1	0	10000.0	0	0	0	1	1	110500.0	0.0	1735.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Insurance Carriers	Insurance	$5 to $10 billion 
565	768	3.0	1994	1	1	0	750.5	0	0	0	1	0	87500.0	1.0	4586.0	0	0	0	0	0	0	0	1	1	0	0	1	0	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	Unknown / Non-Appli
566	769	3.8	1965	1	1	0	3000.5	0	0	0	0	0	80500.0	1.0	5188.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Government	Energy	Oil, Gas, Energy & Utilities	$500 million to $1 billion 
567	773	4.6	1992	0	1	0	750.5	0	0	0	1	1	43000.0	1.0	4328.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Lending	Finance	$100 to $500 million 
568	776	4.4	2003	0	1	0	350.5	0	0	0	1	0	140000.0	1.0	5449.0	0	0	0	1	0	0	0	1	0	0	0	1	0	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	Unknown / Non-Appli
569	777	4.0	1849	0	1	0	10000.0	0	0	1	0	0	172000.0	0.0	5701.0	0	0	0	1	0	0	0	1	0	0	0	1	0	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
570	779	3.0	1983	1	1	0	7500.5	0	0	0	1	1	66500.0	1.0	3766.0	1	0	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Insurance Carriers	Insurance	$5 to $10 billion 
571	780	3.0	1994	1	1	0	750.5	0	0	0	1	0	100000.0	1.0	7777.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	Unknown / Non-Appli
572	781	4.7	2006	0	1	0	125.5	1	0	1	0	0	94500.0	1.0	1504.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Staffing & Outsourcing	Business Services	$1 to $5 million 
573	782	4.2	2011	0	1	0	750.5	1	0	0	1	1	221500.0	1.0	4951.0	0	0	0	0	1	0	0	1	0	0	0	1	0	Company - Private	Health Care Services & Hospitals	Health Care	Unknown / Non-Appli
574	783	3.8	1965	1	1	0	3000.5	0	0	0	0	0	119000.0	1.0	5186.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Government	Energy	Oil, Gas, Energy & Utilities	$500 million to $1 billion 
575	784	3.5	1995	0	1	0	350.5	1	0	0	0	1	95500.0	1.0	3119.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Consulting	Business Services	$50 to $100 million 
576	785	3.3	1912	1	1	0	10000.0	1	0	0	0	0	194500.0	0.0	3935.0	0	0	0	1	0	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$10+ billion 
577	786	3.2	1996	1	0	0	10000.0	0	0	0	0	0	52000.0	0.0	1844.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Nonprofit Organization	Health Care Services & Hospitals	Health Care	$10+ billion 
578	787	2.7	2000	0	0	0	7500.5	0	0	0	1	0	28080.0	0.0	4299.0	1	0	0	0	0	0	0	0	0	0	0	0	1	Company - Public	Financial Transaction Processing	Finance	$2 to $5 billion 
579	788	3.3	1973	0	1	0	3000.5	1	0	0	1	1	173000.0	0.0	4183.0	1	0	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Brokerage Services	Finance	$1 to $2 billion 
580	790	3.9	1947	1	1	0	3000.5	1	0	1	1	1	71500.0	1.0	2332.0	0	0	0	0	0	0	0	0	1	0	0	0	1	Nonprofit Organization	Research & Development	Business Services	$500 million to $1 billion 
581	791	3.1	1875	0	1	0	7500.5	0	0	0	1	0	74000.0	1.0	6034.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Private	Consumer Products Manufacturing	Manufacturing	$10+ billion 
582	794	3.7	1922	0	1	0	10000.0	0	0	0	1	0	62500.0	0.0	4774.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Aerospace & Defense	Aerospace & Defense	$10+ billion 
583	795	4.3	1958	1	1	0	3000.5	0	0	0	0	0	65500.0	1.0	2222.0	0	0	0	0	0	0	0	0	1	0	0	0	1	Nonprofit Organization	Research & Development	Business Services	$500 million to $1 billion 
584	797	3.8	1948	1	1	0	10000.0	1	0	0	0	1	85000.0	1.0	2493.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Sporting Goods Stores	Retail	$5 to $10 billion 
585	799	3.9	1913	1	1	0	10000.0	1	0	0	1	0	147500.0	0.0	4490.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
586	802	3.6	1989	0	1	0	3000.5	1	0	1	1	1	161500.0	1.0	5121.0	0	0	0	1	0	0	0	1	0	0	0	1	0	Company - Private	Advertising & Marketing	Business Services	Unknown / Non-Appli
587	803	3.7	1899	0	1	0	10000.0	0	0	0	1	0	81000.0	1.0	2948.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Nonprofit Organization	Health Care Services & Hospitals	Health Care	$1 to $2 billion 
588	804	2.1	2003	1	1	0	3000.5	0	0	0	1	1	72500.0	1.0	1359.0	1	0	0	0	0	0	0	0	0	0	0	0	1	Other Organization	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$100 to $500 million 
589	806	3.9	2008	0	1	0	125.5	1	0	1	1	0	139000.0	1.0	4915.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Public	Computer Hardware & Software	Information Technology	$10 to $25 million 
590	807	3.9	2007	1	1	0	350.5	0	0	0	0	1	136500.0	1.0	3466.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Internet	Information Technology	$10 to $25 million 
591	808	3.2	2008	0	1	0	350.5	1	0	0	1	1	83000.0	1.0	2689.0	1	0	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Internet	Information Technology	Unknown / Non-Appli
592	809	4.6	1991	1	1	0	125.5	0	0	1	1	0	121000.0	1.0	3709.0	0	0	0	0	0	0	0	0	1	0	0	0	1	Subsidiary or Business Segment	Research & Development	Business Services	$5 to $10 million 
593	810	3.8	2002	1	1	0	3000.5	1	0	0	0	0	74500.0	1.0	3172.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Travel Agencies	Travel & Tourism	$2 to $5 billion 
594	811	2.2	2002	0	1	0	750.5	0	0	0	1	0	85500.0	1.0	4402.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Beauty & Personal Accessories Stores	Retail	Unknown / Non-Appli
595	812	3.1	1875	0	1	0	7500.5	0	0	0	1	0	80500.0	1.0	5749.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Private	Consumer Products Manufacturing	Manufacturing	$10+ billion 
596	815	4.6	1991	1	1	0	125.5	0	0	0	0	0	167500.0	1.0	3180.0	0	0	0	0	0	0	0	0	1	0	0	0	1	Subsidiary or Business Segment	Research & Development	Business Services	$5 to $10 million 
597	816	2.6	1984	0	1	0	750.5	1	0	0	0	1	107500.0	1.0	2011.0	0	0	0	0	0	1	0	1	0	0	0	1	0	College / University	Colleges & Universities	Education	Unknown / Non-Appli
598	817	3.4	1979	0	1	0	750.5	0	0	1	1	1	44500.0	1.0	4087.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Nonprofit Organization	Social Assistance	Non-Profit	$25 to $50 million 
599	818	3.3	1889	1	1	0	3000.5	0	0	0	0	1	107500.0	1.0	2606.0	1	0	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Health Care Services & Hospitals	Health Care	$500 million to $1 billion 
600	820	3.7	1994	0	1	0	350.5	0	0	0	1	1	69500.0	1.0	1865.0	1	0	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Health Care Services & Hospitals	Health Care	$500 million to $1 billion 
601	821	3.5	1970	1	1	0	10000.0	1	0	1	0	1	98500.0	1.0	3926.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Public	Computer Hardware & Software	Information Technology	$10+ billion 
602	822	2.7	1961	0	1	0	350.5	0	0	0	1	0	80500.0	1.0	3570.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$25 to $50 million 
603	823	3.8	2008	0	0	0	125.5	0	0	0	1	0	76960.0	1.0	3747.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10 to $25 million 
604	824	3.7	1922	0	1	0	10000.0	1	0	0	0	1	99000.0	0.0	4431.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Public	Aerospace & Defense	Aerospace & Defense	$10+ billion 
605	825	3.8	2008	0	1	0	750.5	0	0	0	1	0	96500.0	1.0	4465.0	0	0	0	0	1	0	0	1	0	0	0	1	0	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$50 to $100 million 
606	826	3.3	1912	1	1	0	10000.0	0	0	0	0	0	53000.0	1.0	3448.0	0	0	0	1	0	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$10+ billion 
607	827	2.7	2011	0	1	0	25.5	0	0	1	0	0	103000.0	1.0	4571.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Enterprise Software & Network Solutions	Information Technology	Unknown / Non-Appli
608	828	3.8	2006	0	1	0	750.5	0	0	0	0	1	139500.0	1.0	2933.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Financial Transaction Processing	Finance	$50 to $100 million 
609	829	3.8	1965	1	1	0	3000.5	0	0	0	0	0	67000.0	1.0	4945.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Government	Energy	Oil, Gas, Energy & Utilities	$500 million to $1 billion 
610	830	3.0	1981	1	1	0	10000.0	0	0	0	1	0	62500.0	0.0	3449.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Public	IT Services	Information Technology	$10+ billion 
611	831	3.9	1913	1	1	0	10000.0	0	0	0	0	0	92000.0	0.0	2391.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
612	832	3.6	1980	1	1	0	25.5	0	0	0	1	0	66000.0	1.0	2292.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Health Care Services & Hospitals	Health Care	$10 to $25 million 
613	836	3.5	2013	0	1	0	750.5	1	0	1	1	1	94500.0	1.0	5743.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Health Care Services & Hospitals	Health Care	Unknown / Non-Appli
614	837	3.6	1989	0	1	0	3000.5	1	0	1	1	1	114000.0	1.0	4648.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Advertising & Marketing	Business Services	Unknown / Non-Appli
615	838	4.2	2012	1	1	0	125.5	1	0	1	0	1	75500.0	1.0	4341.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Education Training Services	Education	Unknown / Non-Appli
616	840	4.0	1954	1	1	0	750.5	1	0	0	0	0	87000.0	1.0	3127.0	0	0	0	0	0	1	0	1	0	0	0	1	0	Company - Public	Aerospace & Defense	Aerospace & Defense	$100 to $500 million 
617	841	3.7	2006	0	1	0	350.5	1	0	0	1	0	86000.0	0.0	6626.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	IT Services	Information Technology	$25 to $50 million 
618	845	4.4	2012	0	1	0	25.5	1	0	0	0	1	116500.0	1.0	1211.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Internet	Information Technology	Unknown / Non-Appli
619	848	3.5	2010	1	1	0	3000.5	1	0	0	1	0	154500.0	1.0	4517.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$1 to $2 billion 
620	851	3.6	1986	0	1	0	3000.5	0	0	0	1	1	48500.0	1.0	4608.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Gambling	Arts, Entertainment & Recreation	$100 to $500 million 
621	852	3.7	1973	0	1	0	750.5	1	0	0	1	1	87000.0	0.0	2860.0	0	0	0	0	0	1	0	1	0	0	0	1	0	Company - Public	Stock Exchanges	Finance	$500 million to $1 billion 
622	853	3.4	2002	1	1	0	750.5	1	0	0	1	1	80000.0	0.0	7802.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	IT Services	Information Technology	$1 to $2 billion 
623	854	4.0	1977	0	0	0	3000.5	0	0	1	0	0	44720.0	1.0	5160.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Hospital	Health Care Services & Hospitals	Health Care	$50 to $100 million 
624	855	3.7	1939	0	1	0	10000.0	1	0	0	0	0	173000.0	0.0	5884.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Aerospace & Defense	Aerospace & Defense	$10+ billion 
625	857	3.5	1997	1	1	0	750.5	1	0	0	0	0	68500.0	0.0	1230.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	Unknown / Non-Appli
626	858	3.9	1913	1	1	0	10000.0	0	0	0	0	0	95000.0	0.0	3110.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
627	859	3.2	1958	1	1	0	7500.5	1	0	0	1	1	69500.0	1.0	4478.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Nonprofit Organization	Federal Agencies	Government	$1 to $2 billion 
628	860	4.4	1885	0	1	0	350.5	1	0	1	0	1	107000.0	1.0	4804.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Subsidiary or Business Segment	Metals Brokers	Mining & Metals	Unknown / Non-Appli
629	861	3.9	2010	1	1	0	750.5	1	0	0	0	1	112000.0	1.0	4427.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	IT Services	Information Technology	$100 to $500 million 
630	863	3.4	1997	0	1	0	125.5	1	0	0	0	0	96500.0	0.0	4662.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Consulting	Business Services	$10 to $25 million 
631	866	3.7	1781	1	1	0	10000.0	0	0	1	1	1	154500.0	0.0	6817.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
632	867	3.4	2011	1	1	0	350.5	1	0	1	0	1	95000.0	0.0	3111.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Health Care Services & Hospitals	Health Care	Unknown / Non-Appli
633	868	4.0	2007	1	1	0	750.5	1	0	0	1	1	97500.0	1.0	3431.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Consumer Product Rental	Consumer Services	Unknown / Non-Appli
634	869	4.4	2008	0	1	0	350.5	1	0	1	1	1	128500.0	1.0	3160.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Consulting	Business Services	$50 to $100 million 
635	870	2.6	1984	0	1	0	750.5	0	0	0	0	0	124000.0	1.0	5379.0	0	0	0	0	0	1	0	0	0	0	0	0	1	College / University	Colleges & Universities	Education	Unknown / Non-Appli
636	871	3.2	2006	1	1	0	750.5	0	0	1	1	0	194000.0	1.0	4847.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Subsidiary or Business Segment	Enterprise Software & Network Solutions	Information Technology	Unknown / Non-Appli
637	875	3.7	1966	0	0	0	750.5	0	0	0	0	0	65520.0	1.0	1945.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Hospital	Health Care Services & Hospitals	Health Care	$100 to $500 million 
638	878	3.5	2005	0	1	0	350.5	1	0	1	1	1	104500.0	1.0	4134.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Advertising & Marketing	Business Services	Unknown / Non-Appli
639	879	4.3	1969	0	1	0	350.5	1	0	0	1	1	69500.0	0.0	3728.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	IT Services	Information Technology	$50 to $100 million 
640	880	2.6	1997	0	1	0	10000.0	1	0	0	0	1	121000.0	1.0	2399.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Colleges & Universities	Education	Unknown / Non-Appli
641	881	4.2	2008	0	1	0	350.5	1	0	0	1	1	85500.0	0.0	5192.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	IT Services	Information Technology	Unknown / Non-Appli
642	883	3.1	1997	1	1	0	3000.5	1	0	1	1	1	113000.0	0.0	2421.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Video Games	Media	$10+ billion 
643	884	3.8	2005	0	1	0	350.5	1	0	1	0	1	103000.0	0.0	2730.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Subsidiary or Business Segment	Consumer Products Manufacturing	Manufacturing	$25 to $50 million 
644	886	3.9	1830	1	1	0	10000.0	0	0	1	0	0	90500.0	0.0	5838.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
645	887	4.3	2008	1	1	0	125.5	1	0	0	1	0	153000.0	1.0	2095.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Computer Hardware & Software	Information Technology	Unknown / Non-Appli
646	892	3.2	1958	1	1	0	7500.5	1	0	0	1	1	106500.0	0.0	3170.0	0	0	1	0	0	0	0	0	0	1	0	0	0	Nonprofit Organization	Federal Agencies	Government	$1 to $2 billion 
647	893	5.0	2011	0	1	1	125.5	0	0	0	1	0	130000.0	1.0	3808.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Computer Hardware & Software	Information Technology	Unknown / Non-Appli
648	895	3.3	1988	1	1	0	3000.5	0	0	0	1	1	123500.0	1.0	7383.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Consulting	Business Services	$2 to $5 billion 
649	896	4.3	1999	1	1	0	3000.5	0	0	1	1	1	86500.0	1.0	4023.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Public	Enterprise Software & Network Solutions	Information Technology	$500 million to $1 billion 
